person_age,person_gender,person_education,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status
25.0,Male,Associate,48821.0,0,Rent,3000.0,Personal,10.25,0.06,3.0,660,Yes,0
25.0,Male,Bachelor,54193.0,0,Rent,15000.0,Education,14.59,0.28,3.0,675,No,1
22.0,Female,Associate,74600.0,2,Rent,10000.0,Education,14.22,0.13,2.0,620,No,0
26.0,Male,Bachelor,42818.0,4,Rent,2500.0,Debtconsolidation,8.9,0.06,2.0,648,No,0
25.0,Female,Bachelor,109326.0,0,Mortgage,10000.0,Homeimprovement,5.42,0.09,4.0,569,Yes,0
26.0,Male,Associate,105227.0,5,Mortgage,15000.0,Personal,10.62,0.14,4.0,710,Yes,0
22.0,Female,Bachelor,20396.0,0,Rent,4000.0,Debtconsolidation,13.35,0.2,2.0,656,No,1
22.0,Male,Bachelor,58262.0,2,Rent,5000.0,Education,6.99,0.09,2.0,671,Yes,0
25.0,Female,Master,44100.0,2,Mortgage,5300.0,Personal,7.49,0.12,3.0,609,Yes,0
25.0,Female,Bachelor,69443.0,3,Rent,9500.0,Personal,6.17,0.14,3.0,624,Yes,0
24.0,Female,Master,26055.0,2,Rent,4000.0,Debtconsolidation,13.43,0.15,4.0,714,Yes,0
24.0,Male,Bachelor,91137.0,0,Rent,20000.0,Venture,8.88,0.22,2.0,662,Yes,0
26.0,Male,Master,61229.0,6,Rent,4800.0,Personal,11.01,0.08,2.0,611,No,0
24.0,Female,High School,48989.0,2,Rent,7000.0,Education,11.34,0.14,2.0,638,No,0
23.0,Female,Bachelor,36984.0,1,Rent,10300.0,Personal,8.94,0.28,2.0,649,No,1
24.0,Male,High School,103510.0,2,Rent,9600.0,Medical,7.29,0.09,3.0,640,No,0
21.0,Male,High School,45594.0,0,Own,7200.0,Medical,13.61,0.16,2.0,666,Yes,0
24.0,Female,Associate,35858.0,1,Rent,5000.0,Venture,10.99,0.14,4.0,647,No,0
25.0,Male,Associate,39255.0,1,Rent,6000.0,Medical,12.92,0.15,2.0,611,No,1
22.0,Female,Bachelor,110186.0,2,Own,15000.0,Education,7.88,0.14,3.0,550,Yes,0
21.0,Male,Associate,35323.0,0,Mortgage,3000.0,Education,10.75,0.08,2.0,578,Yes,0
25.0,Male,Bachelor,108625.0,5,Mortgage,7750.0,Venture,7.51,0.07,3.0,652,Yes,0
25.0,Male,Associate,85159.0,0,Rent,18000.0,Personal,16.45,0.21,3.0,561,Yes,0
23.0,Male,Bachelor,73008.0,4,Rent,5000.0,Debtconsolidation,6.91,0.07,3.0,661,Yes,0
24.0,Male,High School,75910.0,1,Mortgage,4000.0,Homeimprovement,8.9,0.05,4.0,676,Yes,0
24.0,Female,High School,49221.0,0,Mortgage,10500.0,Medical,11.36,0.21,2.0,668,Yes,0
26.0,Female,Bachelor,46140.0,4,Rent,2000.0,Medical,14.96,0.04,2.0,536,No,1
26.0,Male,Bachelor,42923.0,3,Rent,12000.0,Venture,10.91,0.28,3.0,645,No,1
24.0,Male,Associate,57268.0,3,Own,10000.0,Homeimprovement,11.83,0.17,3.0,628,Yes,0
23.0,Male,Bachelor,69997.0,2,Mortgage,2500.0,Venture,10.37,0.04,4.0,680,Yes,0
23.0,Female,Master,83862.0,3,Rent,4800.0,Debtconsolidation,10.75,0.06,2.0,588,Yes,0
26.0,Male,Associate,115235.0,2,Mortgage,20000.0,Homeimprovement,14.96,0.17,4.0,613,No,0
24.0,Male,Bachelor,110564.0,0,Mortgage,15000.0,Debtconsolidation,7.88,0.14,2.0,683,No,0
21.0,Male,High School,36822.0,0,Rent,1500.0,Education,13.92,0.04,3.0,618,Yes,0
24.0,Female,Associate,117185.0,2,Mortgage,6400.0,Education,15.96,0.05,3.0,613,Yes,0
22.0,Female,Bachelor,82591.0,0,Mortgage,16000.0,Education,7.9,0.19,3.0,624,Yes,0
22.0,Female,Associate,55158.0,0,Own,4750.0,Education,6.39,0.09,4.0,628,Yes,0
23.0,Male,Associate,51604.0,0,Mortgage,5750.0,Personal,13.57,0.11,2.0,676,Yes,0
25.0,Male,High School,91068.0,1,Mortgage,15000.0,Personal,9.99,0.16,2.0,505,Yes,0
25.0,Male,High School,62701.0,4,Mortgage,13800.0,Education,10.38,0.22,4.0,634,Yes,0
24.0,Male,High School,84887.0,2,Mortgage,8950.0,Medical,11.89,0.11,2.0,624,Yes,0
25.0,Female,Associate,59543.0,1,Mortgage,5600.0,Medical,7.49,0.09,3.0,713,No,0
22.0,Female,Master,94833.0,0,Mortgage,7750.0,Education,7.51,0.08,4.0,663,No,0
23.0,Female,Associate,101803.0,3,Mortgage,23000.0,Education,11.99,0.23,2.0,705,No,0
23.0,Male,Associate,29732.0,2,Rent,6000.0,Personal,11.01,0.2,3.0,534,No,0
26.0,Male,High School,91772.0,5,Rent,15000.0,Personal,16.49,0.16,2.0,651,No,0
25.0,Male,High School,36954.0,3,Rent,5200.0,Venture,17.19,0.14,2.0,597,No,1
22.0,Female,Associate,121032.0,0,Mortgage,15000.0,Personal,13.85,0.12,3.0,576,Yes,0
24.0,Female,Bachelor,47400.0,1,Rent,10000.0,Debtconsolidation,11.01,0.21,3.0,658,Yes,0
23.0,Male,Master,96944.0,1,Mortgage,3000.0,Personal,5.99,0.03,3.0,600,No,0
24.0,Male,Master,42955.0,1,Rent,1500.0,Education,11.01,0.03,3.0,586,Yes,0
23.0,Female,Associate,30343.0,1,Rent,5550.0,Venture,12.53,0.18,4.0,631,No,0
24.0,Male,High School,95528.0,4,Rent,8000.0,Medical,11.49,0.08,4.0,652,Yes,0
22.0,Female,Bachelor,105140.0,0,Rent,20000.0,Education,13.85,0.19,4.0,665,No,0
23.0,Male,Bachelor,48335.0,0,Mortgage,6000.0,Medical,7.88,0.12,2.0,632,Yes,0
24.0,Male,Master,64176.0,1,Mortgage,21000.0,Debtconsolidation,10.65,0.33,3.0,704,Yes,0
26.0,Male,High School,77950.0,7,Rent,1000.0,Debtconsolidation,10.75,0.01,2.0,603,Yes,0
23.0,Female,High School,33720.0,0,Rent,5800.0,Personal,13.06,0.17,3.0,683,Yes,0
24.0,Female,Associate,62783.0,5,Rent,20000.0,Debtconsolidation,12.21,0.32,4.0,640,No,1
25.0,Male,High School,72094.0,0,Mortgage,5000.0,Debtconsolidation,6.03,0.07,3.0,549,No,1
24.0,Male,High School,28206.0,2,Rent,7000.0,Venture,10.62,0.25,2.0,522,No,1
24.0,Male,Bachelor,113782.0,0,Rent,9600.0,Homeimprovement,12.99,0.08,2.0,705,Yes,0
25.0,Male,High School,59997.0,2,Mortgage,5000.0,Medical,9.88,0.08,2.0,614,No,1
22.0,Male,Bachelor,71741.0,0,Mortgage,6400.0,Debtconsolidation,11.01,0.09,4.0,660,No,0
23.0,Female,High School,121228.0,1,Mortgage,14000.0,Debtconsolidation,6.17,0.12,4.0,657,No,0
20.0,Male,Associate,78989.0,0,Mortgage,4800.0,Venture,9.99,0.06,4.0,678,No,0
23.0,Female,High School,94674.0,2,Mortgage,4600.0,Venture,7.66,0.05,3.0,677,No,0
21.0,Male,High School,26833.0,0,Rent,2000.0,Medical,11.71,0.07,4.0,673,No,1
26.0,Female,High School,106714.0,3,Mortgage,8000.0,Medical,6.91,0.07,3.0,642,No,0
26.0,Male,High School,70486.0,2,Rent,3500.0,Personal,8.59,0.05,3.0,678,No,0
26.0,Female,Associate,141210.0,3,Mortgage,6000.0,Education,7.51,0.04,3.0,687,No,0
23.0,Male,Bachelor,57333.0,2,Own,7000.0,Education,5.79,0.12,3.0,688,Yes,0
23.0,Male,Bachelor,64598.0,0,Rent,3500.0,Medical,12.23,0.05,4.0,701,No,0
22.0,Male,Associate,48647.0,2,Rent,4000.0,Personal,12.69,0.08,4.0,649,No,0
24.0,Male,Bachelor,62107.0,0,Rent,15000.0,Medical,11.12,0.24,2.0,678,No,0
22.0,Male,Bachelor,16301.0,0,Own,4750.0,Venture,11.01,0.29,2.0,640,No,1
25.0,Female,High School,151152.0,1,Rent,6500.0,Venture,14.61,0.04,3.0,526,Yes,0
26.0,Female,High School,92579.0,0,Rent,10000.0,Venture,10.71,0.11,3.0,667,No,0
24.0,Male,High School,49187.0,0,Rent,5000.0,Education,14.11,0.1,2.0,584,No,1
23.0,Female,High School,62492.0,0,Own,6000.0,Venture,5.42,0.1,2.0,637,No,0
26.0,Male,Associate,78775.0,4,Mortgage,5000.0,Debtconsolidation,7.51,0.06,2.0,651,Yes,0
22.0,Female,High School,49681.0,2,Rent,2000.0,Medical,6.62,0.04,2.0,517,Yes,0
22.0,Female,High School,48907.0,0,Rent,10000.0,Education,7.14,0.2,3.0,590,Yes,0
25.0,Male,Bachelor,71756.0,4,Rent,20000.0,Homeimprovement,14.84,0.28,4.0,684,No,1
24.0,Male,Bachelor,87564.0,2,Mortgage,6000.0,Homeimprovement,7.49,0.07,2.0,539,No,0
26.0,Female,Bachelor,55067.0,0,Rent,4000.0,Medical,12.21,0.07,2.0,607,Yes,0
25.0,Female,Associate,97324.0,5,Mortgage,12000.0,Venture,7.88,0.12,3.0,699,No,0
24.0,Female,Bachelor,88883.0,2,Rent,6500.0,Personal,11.01,0.07,2.0,639,Yes,0
22.0,Male,Bachelor,66994.0,0,Own,1275.0,Personal,6.91,0.02,4.0,619,No,0
25.0,Male,Bachelor,40990.0,4,Rent,1000.0,Medical,7.29,0.02,4.0,660,No,0
21.0,Female,Bachelor,50302.0,1,Rent,7000.0,Venture,5.79,0.14,2.0,681,No,0
26.0,Male,Associate,102833.0,1,Mortgage,6000.0,Debtconsolidation,9.88,0.06,2.0,546,Yes,0
23.0,Male,Associate,73254.0,1,Rent,8000.0,Education,10.25,0.11,3.0,644,No,0
22.0,Male,Bachelor,30922.0,0,Rent,2500.0,Education,7.51,0.08,4.0,622,Yes,0
26.0,Male,Associate,70011.0,6,Mortgage,3500.0,Debtconsolidation,5.42,0.05,4.0,558,Yes,0
22.0,Male,High School,73682.0,1,Rent,7000.0,Education,12.84,0.1,3.0,535,Yes,0
24.0,Female,Master,75276.0,3,Rent,2000.0,Homeimprovement,13.49,0.03,3.0,670,Yes,0
24.0,Female,Master,87719.0,0,Rent,16000.0,Debtconsolidation,13.06,0.18,4.0,667,No,0
22.0,Male,Associate,51496.0,0,Mortgage,14750.0,Venture,12.99,0.29,3.0,598,Yes,0
22.0,Male,High School,120750.0,0,Rent,10000.0,Venture,10.65,0.08,2.0,630,No,0
22.0,Female,Associate,90843.0,0,Rent,19600.0,Education,12.42,0.22,4.0,668,Yes,0
23.0,Male,Associate,90766.0,1,Mortgage,9500.0,Debtconsolidation,11.01,0.1,3.0,644,No,0
24.0,Female,Associate,44013.0,1,Rent,5300.0,Education,15.28,0.12,3.0,662,Yes,0
24.0,Male,Associate,96780.0,3,Own,12000.0,Venture,7.49,0.12,3.0,647,No,0
25.0,Male,Bachelor,60973.0,4,Mortgage,6400.0,Venture,8.32,0.1,4.0,611,Yes,0
24.0,Male,High School,49144.0,3,Rent,10000.0,Medical,11.01,0.2,2.0,586,Yes,0
24.0,Male,Associate,36883.0,2,Rent,5000.0,Education,12.69,0.14,2.0,629,No,1
23.0,Male,Associate,20393.0,0,Rent,3000.0,Education,16.29,0.15,2.0,646,No,1
23.0,Male,High School,57979.0,3,Rent,3500.0,Education,12.69,0.06,2.0,674,Yes,0
26.0,Female,Bachelor,97492.0,6,Rent,7000.0,Medical,10.65,0.07,2.0,553,Yes,0
23.0,Female,Bachelor,92495.0,0,Mortgage,9000.0,Debtconsolidation,11.01,0.1,3.0,634,No,1
23.0,Female,Master,121150.0,1,Rent,12000.0,Education,13.57,0.1,2.0,677,No,0
21.0,Female,High School,22427.0,0,Rent,1500.0,Debtconsolidation,12.87,0.07,4.0,642,Yes,0
23.0,Male,High School,40182.0,2,Rent,4800.0,Venture,11.99,0.12,3.0,649,No,0
26.0,Male,Master,77564.0,2,Rent,7500.0,Education,9.83,0.1,4.0,633,No,0
24.0,Male,Bachelor,41566.0,0,Rent,4450.0,Personal,11.49,0.11,4.0,525,Yes,0
24.0,Male,High School,57419.0,1,Mortgage,8500.0,Education,11.01,0.15,4.0,618,Yes,0
24.0,Female,Bachelor,133045.0,0,Mortgage,12000.0,Debtconsolidation,8.94,0.09,2.0,640,No,0
23.0,Male,Associate,44309.0,0,Rent,8000.0,Venture,11.01,0.18,2.0,662,Yes,0
23.0,Male,Bachelor,111248.0,0,Rent,6500.0,Education,8.0,0.06,3.0,603,No,0
22.0,Male,Associate,93174.0,0,Mortgage,12400.0,Venture,7.51,0.13,2.0,587,Yes,0
22.0,Female,Bachelor,43967.0,0,Own,5000.0,Debtconsolidation,14.61,0.11,4.0,683,No,0
25.0,Male,Associate,91015.0,1,Rent,20000.0,Debtconsolidation,10.38,0.22,2.0,624,No,0
24.0,Male,Bachelor,116197.0,5,Mortgage,6000.0,Personal,13.92,0.05,3.0,659,Yes,0
24.0,Male,High School,60952.0,2,Mortgage,11000.0,Homeimprovement,16.89,0.18,2.0,647,Yes,0
23.0,Male,High School,128310.0,0,Mortgage,8550.0,Education,9.88,0.07,2.0,612,Yes,0
22.0,Female,Bachelor,53840.0,2,Rent,3600.0,Homeimprovement,13.43,0.07,3.0,662,No,1
26.0,Male,Associate,41744.0,5,Rent,10800.0,Medical,11.12,0.26,3.0,689,No,1
22.0,Male,Bachelor,51512.0,0,Mortgage,3000.0,Personal,6.03,0.06,3.0,632,Yes,0
25.0,Male,Bachelor,60100.0,2,Own,3000.0,Personal,11.01,0.05,4.0,728,No,0
23.0,Female,Master,164200.0,1,Mortgage,8000.0,Education,8.32,0.05,2.0,570,Yes,0
22.0,Female,High School,36741.0,0,Mortgage,13250.0,Debtconsolidation,10.99,0.36,4.0,639,No,0
23.0,Female,Bachelor,43604.0,0,Rent,9600.0,Debtconsolidation,11.89,0.22,2.0,585,Yes,0
23.0,Female,Bachelor,151121.0,1,Other,7500.0,Education,8.0,0.05,2.0,592,Yes,0
23.0,Male,High School,64831.0,2,Rent,17500.0,Medical,6.54,0.27,4.0,636,No,1
23.0,Male,Associate,18164.0,0,Rent,4000.0,Debtconsolidation,10.74,0.22,3.0,591,No,1
25.0,Female,Bachelor,96776.0,0,Mortgage,15000.0,Homeimprovement,12.61,0.15,2.0,717,Yes,0
22.0,Male,High School,38747.0,1,Rent,2900.0,Debtconsolidation,11.01,0.07,3.0,635,No,1
22.0,Male,Bachelor,42740.0,1,Rent,3000.0,Debtconsolidation,11.01,0.07,2.0,596,Yes,0
26.0,Female,Bachelor,97239.0,2,Own,7000.0,Personal,13.22,0.07,2.0,597,No,0
22.0,Female,Bachelor,30800.0,1,Mortgage,1800.0,Venture,8.49,0.06,2.0,586,Yes,0
23.0,Male,Associate,92318.0,0,Mortgage,3000.0,Education,11.03,0.03,4.0,530,Yes,0
26.0,Male,Associate,79050.0,7,Mortgage,4000.0,Personal,5.42,0.05,2.0,690,No,0
21.0,Female,High School,26715.0,0,Own,7125.0,Venture,6.99,0.27,3.0,658,Yes,0
23.0,Male,High School,54081.0,3,Mortgage,3200.0,Education,7.51,0.06,2.0,573,No,0
25.0,Male,Master,72983.0,5,Rent,9800.0,Education,11.01,0.13,2.0,667,Yes,0
25.0,Female,High School,58660.0,0,Rent,2000.0,Debtconsolidation,10.74,0.03,3.0,618,Yes,0
23.0,Female,Bachelor,79127.0,1,Mortgage,8000.0,Education,7.14,0.1,4.0,678,Yes,0
22.0,Female,Bachelor,58718.0,0,Mortgage,10000.0,Personal,13.49,0.17,2.0,669,Yes,0
22.0,Female,Associate,73031.0,0,Rent,15000.0,Education,11.71,0.21,3.0,675,No,0
26.0,Female,Associate,140066.0,5,Mortgage,9925.0,Venture,7.29,0.07,4.0,663,Yes,0
21.0,Female,High School,15548.0,1,Rent,3000.0,Personal,8.9,0.19,3.0,656,No,1
23.0,Male,Master,46611.0,2,Rent,5000.0,Education,6.91,0.11,4.0,617,No,0
23.0,Male,High School,158279.0,1,Mortgage,6000.0,Medical,7.51,0.04,4.0,636,Yes,0
23.0,Male,Master,24035.0,3,Mortgage,3000.0,Debtconsolidation,11.01,0.12,3.0,658,No,1
22.0,Male,High School,72654.0,3,Mortgage,5200.0,Personal,5.99,0.07,4.0,659,Yes,0
23.0,Female,Associate,102918.0,2,Mortgage,5000.0,Education,14.35,0.05,3.0,638,Yes,0
25.0,Male,Master,25093.0,5,Mortgage,4000.0,Venture,5.79,0.16,4.0,707,No,0
26.0,Female,Bachelor,54808.0,1,Rent,2000.0,Medical,11.49,0.04,3.0,635,No,0
22.0,Male,High School,63348.0,0,Rent,10000.0,Venture,11.71,0.16,2.0,638,Yes,0
24.0,Female,Associate,63381.0,0,Rent,3000.0,Medical,10.65,0.05,3.0,608,Yes,0
22.0,Male,High School,73441.0,0,Mortgage,17500.0,Debtconsolidation,7.88,0.24,2.0,574,Yes,0
23.0,Male,Associate,69193.0,0,Mortgage,12000.0,Venture,5.42,0.17,2.0,573,No,0
24.0,Male,Bachelor,58349.0,3,Own,4400.0,Venture,5.99,0.08,4.0,592,Yes,0
22.0,Male,Master,42024.0,1,Rent,3800.0,Medical,18.25,0.09,3.0,576,No,1
23.0,Female,High School,45499.0,0,Mortgage,3200.0,Education,12.68,0.07,4.0,648,No,0
22.0,Female,Bachelor,75431.0,0,Mortgage,7500.0,Personal,13.87,0.1,3.0,646,Yes,0
24.0,Male,High School,124153.0,2,Mortgage,21000.0,Debtconsolidation,13.49,0.17,3.0,558,Yes,0
24.0,Male,Master,54847.0,2,Mortgage,6000.0,Venture,7.51,0.11,3.0,698,No,0
24.0,Female,High School,145180.0,1,Rent,10000.0,Homeimprovement,13.61,0.07,2.0,615,Yes,0
25.0,Female,Associate,49134.0,4,Rent,6000.0,Personal,7.88,0.12,2.0,637,No,0
23.0,Male,High School,137014.0,1,Mortgage,12000.0,Education,7.66,0.09,3.0,630,No,0
24.0,Male,High School,47279.0,0,Rent,4200.0,Medical,6.76,0.09,4.0,608,No,0
24.0,Female,High School,24733.0,0,Own,3000.0,Personal,8.94,0.12,3.0,613,Yes,0
22.0,Male,Bachelor,73373.0,0,Rent,7000.0,Education,6.91,0.1,4.0,513,Yes,0
23.0,Male,Associate,29544.0,1,Rent,2800.0,Personal,11.01,0.09,4.0,629,Yes,0
23.0,Female,High School,58724.0,0,Own,6000.0,Venture,12.87,0.1,3.0,555,Yes,0
23.0,Male,Master,74415.0,5,Rent,2500.0,Education,7.49,0.03,3.0,657,No,0
21.0,Male,High School,67952.0,0,Rent,15000.0,Homeimprovement,16.0,0.22,4.0,569,No,1
24.0,Male,Associate,56956.0,0,Rent,5000.0,Medical,12.18,0.09,2.0,603,No,0
23.0,Female,High School,48518.0,1,Own,14000.0,Personal,7.29,0.29,3.0,625,Yes,0
23.0,Female,Bachelor,139313.0,1,Rent,7500.0,Education,11.28,0.05,4.0,622,Yes,0
26.0,Male,High School,58869.0,5,Mortgage,10000.0,Personal,5.79,0.17,4.0,532,No,0
23.0,Male,Master,72056.0,2,Rent,20000.0,Education,12.29,0.28,2.0,682,No,1
25.0,Female,High School,61149.0,3,Mortgage,18000.0,Debtconsolidation,7.88,0.29,4.0,600,Yes,0
24.0,Female,Associate,87345.0,2,Mortgage,8000.0,Homeimprovement,12.21,0.09,3.0,700,Yes,0
26.0,Male,Master,58314.0,5,Rent,9000.0,Medical,8.94,0.15,3.0,703,Yes,0
22.0,Female,Associate,63720.0,0,Mortgage,8000.0,Venture,15.23,0.13,4.0,555,Yes,0
25.0,Male,Associate,92183.0,2,Mortgage,20000.0,Education,6.54,0.22,2.0,653,No,0
23.0,Male,Master,48976.0,0,Rent,12000.0,Medical,9.63,0.25,3.0,607,Yes,0
23.0,Male,High School,82766.0,0,Mortgage,1000.0,Education,8.0,0.01,4.0,646,Yes,0
25.0,Female,Bachelor,100235.0,1,Rent,4500.0,Debtconsolidation,7.42,0.04,4.0,628,Yes,0
26.0,Female,Associate,90040.0,4,Mortgage,10000.0,Debtconsolidation,6.62,0.11,2.0,572,Yes,0
25.0,Male,Bachelor,46797.0,5,Rent,4800.0,Education,11.71,0.1,3.0,688,No,0
25.0,Male,Master,106218.0,3,Mortgage,11000.0,Personal,11.14,0.1,2.0,618,Yes,0
24.0,Female,Bachelor,51556.0,0,Own,8000.0,Homeimprovement,6.62,0.16,2.0,624,Yes,0
25.0,Female,High School,73246.0,2,Mortgage,3000.0,Debtconsolidation,5.99,0.04,4.0,621,No,0
22.0,Male,Associate,45509.0,0,Rent,7000.0,Homeimprovement,7.9,0.15,2.0,584,No,1
24.0,Male,Associate,90900.0,0,Rent,15000.0,Homeimprovement,11.71,0.17,4.0,551,Yes,0
23.0,Female,Master,83349.0,3,Mortgage,4200.0,Venture,11.66,0.05,3.0,659,Yes,0
25.0,Male,High School,35928.0,3,Rent,1000.0,Medical,11.99,0.03,2.0,618,No,1
24.0,Male,Bachelor,42919.0,4,Rent,12000.0,Debtconsolidation,6.54,0.28,2.0,658,No,1
23.0,Male,Bachelor,51229.0,0,Rent,5000.0,Venture,11.01,0.1,3.0,577,No,1
23.0,Female,Bachelor,20401.0,0,Mortgage,2275.0,Medical,13.06,0.11,3.0,625,Yes,0
24.0,Female,Associate,79091.0,0,Rent,12000.0,Medical,8.9,0.15,3.0,554,Yes,0
21.0,Female,Bachelor,85890.0,0,Mortgage,10000.0,Medical,15.28,0.12,3.0,666,No,1
26.0,Female,High School,42053.0,4,Rent,5500.0,Personal,16.89,0.13,3.0,513,Yes,0
21.0,Male,High School,31163.0,0,Mortgage,3600.0,Personal,9.91,0.12,4.0,626,Yes,0
24.0,Female,Bachelor,60353.0,1,Rent,11000.0,Debtconsolidation,13.22,0.18,2.0,658,No,0
24.0,Female,High School,63159.0,0,Mortgage,3500.0,Venture,6.76,0.06,3.0,623,No,0
21.0,Male,Master,34136.0,0,Own,1000.0,Education,15.27,0.03,3.0,656,Yes,0
26.0,Female,Master,72557.0,3,Mortgage,12000.0,Debtconsolidation,6.62,0.17,4.0,662,Yes,0
25.0,Female,High School,77546.0,2,Rent,20000.0,Debtconsolidation,11.01,0.26,4.0,611,No,1
22.0,Female,Associate,40754.0,0,Rent,1400.0,Medical,14.27,0.03,3.0,653,Yes,0
24.0,Male,High School,128248.0,2,Rent,13000.0,Homeimprovement,12.69,0.1,4.0,514,No,1
22.0,Male,Associate,34246.0,0,Rent,6900.0,Personal,9.99,0.2,3.0,544,Yes,0
21.0,Female,Bachelor,73183.0,2,Rent,10000.0,Medical,12.18,0.14,4.0,676,No,0
22.0,Male,Bachelor,46412.0,0,Mortgage,1950.0,Education,7.37,0.04,4.0,585,Yes,0
21.0,Male,Associate,45557.0,0,Rent,2800.0,Medical,7.88,0.06,4.0,588,Yes,0
23.0,Female,Bachelor,66922.0,0,Rent,12300.0,Venture,11.01,0.18,2.0,681,Yes,0
22.0,Male,High School,90384.0,1,Mortgage,5000.0,Education,8.49,0.06,2.0,516,No,1
24.0,Male,Bachelor,68316.0,3,Mortgage,12000.0,Education,11.01,0.18,2.0,628,Yes,0
25.0,Male,Master,54621.0,4,Rent,10000.0,Debtconsolidation,12.98,0.18,3.0,631,Yes,0
23.0,Female,Associate,29660.0,3,Mortgage,1375.0,Medical,11.11,0.05,3.0,678,No,1
25.0,Male,Master,120923.0,1,Rent,20000.0,Personal,13.06,0.17,3.0,672,Yes,0
24.0,Male,High School,58924.0,1,Mortgage,5500.0,Venture,11.36,0.09,3.0,535,Yes,0
22.0,Male,Bachelor,74528.0,0,Mortgage,16000.0,Medical,16.45,0.21,4.0,611,No,1
24.0,Female,Bachelor,53449.0,2,Rent,7400.0,Education,13.99,0.14,3.0,515,No,1
24.0,Female,Bachelor,114924.0,4,Own,10000.0,Personal,15.23,0.09,4.0,681,Yes,0
23.0,Female,Master,46137.0,2,Rent,7500.0,Education,7.88,0.16,3.0,557,Yes,0
22.0,Female,Associate,125074.0,0,Mortgage,15000.0,Education,15.99,0.12,3.0,568,Yes,0
23.0,Male,Master,103117.0,0,Rent,12000.0,Venture,13.16,0.12,2.0,675,Yes,0
23.0,Male,High School,90901.0,2,Rent,13200.0,Education,6.17,0.15,3.0,629,Yes,0
22.0,Female,Bachelor,34912.0,0,Mortgage,8500.0,Medical,7.68,0.24,3.0,610,Yes,0
23.0,Female,Bachelor,90750.0,2,Mortgage,8400.0,Medical,14.65,0.09,4.0,580,No,1
24.0,Female,High School,69659.0,0,Mortgage,20000.0,Medical,19.13,0.29,3.0,637,No,1
23.0,Male,Bachelor,19468.0,0,Rent,4500.0,Venture,5.99,0.23,3.0,632,No,1
23.0,Male,High School,60919.0,0,Rent,10000.0,Personal,8.94,0.16,2.0,561,Yes,0
25.0,Male,High School,94721.0,6,Mortgage,8000.0,Debtconsolidation,16.0,0.08,4.0,661,No,1
25.0,Male,Associate,92435.0,2,Mortgage,10000.0,Debtconsolidation,11.99,0.11,3.0,689,No,0
23.0,Male,Master,72663.0,0,Own,8000.0,Personal,12.53,0.11,3.0,643,Yes,0
26.0,Male,Bachelor,46605.0,3,Mortgage,15000.0,Homeimprovement,15.33,0.32,3.0,665,No,0
23.0,Male,Bachelor,58784.0,1,Rent,4800.0,Education,7.9,0.08,2.0,661,Yes,0
24.0,Male,Bachelor,51264.0,3,Mortgage,11000.0,Debtconsolidation,5.42,0.21,4.0,720,No,0
25.0,Male,Associate,116309.0,4,Rent,17500.0,Personal,11.71,0.15,3.0,614,Yes,0
25.0,Female,Bachelor,102085.0,3,Mortgage,5000.0,Medical,10.99,0.05,2.0,565,Yes,0
23.0,Male,High School,45954.0,4,Rent,8000.0,Debtconsolidation,14.26,0.17,4.0,696,Yes,0
25.0,Male,Master,59689.0,4,Rent,10000.0,Debtconsolidation,6.62,0.17,2.0,682,No,1
23.0,Female,Associate,64177.0,0,Rent,14000.0,Venture,14.27,0.22,4.0,557,No,0
23.0,Female,High School,41342.0,0,Rent,2500.0,Medical,15.68,0.06,4.0,625,No,1
22.0,Male,Master,72796.0,0,Mortgage,5000.0,Debtconsolidation,6.54,0.07,3.0,641,Yes,0
23.0,Female,Bachelor,84969.0,0,Mortgage,13000.0,Personal,5.42,0.15,3.0,677,Yes,0
22.0,Male,Bachelor,46821.0,0,Rent,10000.0,Education,13.49,0.21,2.0,594,No,0
25.0,Female,Bachelor,36059.0,0,Rent,5000.0,Education,8.9,0.14,4.0,706,No,0
23.0,Female,Bachelor,138382.0,0,Mortgage,10000.0,Personal,13.06,0.07,4.0,648,Yes,0
25.0,Male,Master,76292.0,3,Mortgage,3000.0,Personal,13.47,0.04,2.0,573,Yes,0
23.0,Male,Bachelor,79039.0,0,Mortgage,7000.0,Venture,7.9,0.09,4.0,704,No,0
22.0,Male,High School,69688.0,0,Rent,16000.0,Education,17.15,0.23,2.0,638,No,1
22.0,Male,Associate,29634.0,0,Own,2500.0,Venture,10.59,0.08,2.0,676,Yes,0
24.0,Male,High School,81399.0,4,Rent,20000.0,Personal,13.48,0.25,3.0,572,Yes,0
21.0,Male,High School,44014.0,0,Rent,4500.0,Medical,17.27,0.1,4.0,616,No,1
23.0,Male,Associate,81580.0,0,Mortgage,10000.0,Medical,16.32,0.12,2.0,593,No,1
23.0,Female,Bachelor,38222.0,2,Rent,3200.0,Personal,13.49,0.08,2.0,560,Yes,0
24.0,Male,Master,55129.0,0,Mortgage,10625.0,Education,14.27,0.19,4.0,574,No,1
23.0,Female,Associate,81457.0,0,Own,3250.0,Venture,6.76,0.04,4.0,610,Yes,0
24.0,Male,Associate,35602.0,0,Rent,6000.0,Medical,15.27,0.17,2.0,609,No,0
24.0,Male,Associate,27272.0,3,Own,3000.0,Education,16.0,0.11,2.0,715,No,0
