person_gender,person_education,person_income,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status,net_disposable_income
Female,High School,53729.0,Own,7500.0,Personal,14.84,0.14,8.0,669,No,0,52616.0
Female,Bachelor,84881.0,Rent,9000.0,Venture,7.88,0.11,8.0,663,Yes,0,84171.8
Male,Bachelor,53885.0,Mortgage,5700.0,Education,13.23,0.11,9.0,676,Yes,0,53130.89
Male,Associate,53942.0,Mortgage,6500.0,Debtconsolidation,7.51,0.12,7.0,646,Yes,0,53453.85
Female,Bachelor,87174.0,Rent,9000.0,Personal,11.14,0.1,5.0,626,Yes,0,86171.4
Male,Master,53787.0,Mortgage,6400.0,Education,13.85,0.12,7.0,645,Yes,0,52900.6
Male,Bachelor,83946.0,Rent,9000.0,Personal,16.0,0.11,6.0,594,No,1,82506.0
Male,Associate,46228.0,Mortgage,14000.0,Medical,14.26,0.3,9.0,622,No,1,44231.6
Male,Associate,91096.0,Rent,9000.0,Debtconsolidation,12.21,0.1,8.0,567,Yes,0,89997.1
Male,Bachelor,94209.0,Rent,9000.0,Homeimprovement,12.42,0.1,6.0,649,Yes,0,93091.2
Male,Associate,53807.0,Mortgage,11000.0,Homeimprovement,8.0,0.2,5.0,634,No,0,52927.0
Male,Associate,100378.0,Rent,9000.0,Education,15.31,0.09,5.0,703,Yes,0,99000.1
Female,High School,53722.0,Mortgage,7500.0,Medical,8.0,0.14,8.0,677,Yes,0,53122.0
Male,High School,101813.0,Rent,9000.0,Personal,6.17,0.09,10.0,666,Yes,0,101257.7
Female,Bachelor,53477.0,Own,17350.0,Homeimprovement,13.55,0.31,7.0,703,No,0,51126.075
Female,High School,81247.0,Rent,9000.0,Medical,16.0,0.11,9.0,562,No,1,79807.0
Male,Bachelor,102726.0,Rent,9000.0,Debtconsolidation,11.01,0.09,7.0,639,Yes,0,101735.1
Female,Bachelor,47037.0,Mortgage,12000.0,Debtconsolidation,16.0,0.26,6.0,644,No,1,45117.0
Male,High School,53675.0,Mortgage,9275.0,Education,7.29,0.17,7.0,678,No,0,52998.8525
Female,Master,53577.0,Mortgage,10000.0,Medical,6.92,0.19,9.0,683,No,0,52885.0
Male,High School,53745.0,Mortgage,6000.0,Medical,13.06,0.11,10.0,561,Yes,0,52961.4
Female,Doctorate,102785.0,Rent,9000.0,Homeimprovement,10.36,0.09,5.0,647,Yes,0,101852.6
Female,Bachelor,88943.0,Rent,9000.0,Education,9.63,0.1,7.0,698,No,1,88076.3
Female,High School,106358.0,Rent,9000.0,Venture,14.54,0.08,9.0,614,Yes,0,105049.4
Female,Bachelor,106563.0,Rent,9000.0,Debtconsolidation,6.91,0.08,10.0,580,Yes,0,105941.1
Female,Bachelor,54024.0,Mortgage,5000.0,Education,11.01,0.09,8.0,655,Yes,0,53473.5
Male,Master,78426.0,Rent,9000.0,Medical,16.0,0.11,5.0,692,No,1,76986.0
Male,Bachelor,109036.0,Rent,9000.0,Debtconsolidation,13.49,0.08,7.0,625,Yes,0,107821.9
Male,Associate,109173.0,Rent,9000.0,Personal,6.17,0.08,9.0,677,Yes,0,108617.7
Male,High School,53795.0,Mortgage,11500.0,Medical,15.27,0.21,10.0,589,Yes,0,52038.95
Male,Bachelor,54012.0,Mortgage,4325.0,Homeimprovement,7.49,0.08,5.0,685,No,0,53688.0575
Male,Master,46839.0,Mortgage,6000.0,Personal,10.99,0.13,10.0,671,No,1,46179.6
Male,Bachelor,136196.0,Rent,9000.0,Debtconsolidation,11.01,0.07,7.0,627,Yes,0,135205.1
Female,High School,106022.0,Rent,9000.0,Medical,14.65,0.08,7.0,539,No,1,104703.5
Female,Associate,54311.0,Mortgage,5000.0,Personal,11.01,0.09,7.0,584,Yes,0,53760.5
Female,Master,54289.0,Mortgage,6500.0,Homeimprovement,14.84,0.12,7.0,653,Yes,0,53324.4
Female,Master,156795.0,Rent,9000.0,Homeimprovement,7.05,0.06,6.0,637,No,0,156160.5
Male,Bachelor,54021.0,Mortgage,19200.0,Homeimprovement,10.99,0.31,8.0,656,No,0,51910.92
Male,High School,54433.0,Mortgage,6000.0,Education,12.72,0.11,7.0,631,No,0,53669.8
Male,Associate,54426.0,Mortgage,19200.0,Venture,13.48,0.31,6.0,650,No,0,51837.84
Male,Bachelor,54400.0,Mortgage,9600.0,Debtconsolidation,7.49,0.18,8.0,696,Yes,0,53680.96
Male,High School,55004.0,Own,15000.0,Education,7.51,0.27,5.0,672,No,0,53877.5
Female,Bachelor,54270.0,Mortgage,6000.0,Venture,8.9,0.11,9.0,679,No,0,53736.0
Male,Bachelor,60488.0,Rent,8900.0,Medical,11.01,0.15,7.0,682,Yes,0,59508.11
Male,Master,97050.0,Rent,8900.0,Medical,6.17,0.09,10.0,703,No,0,96500.87
Female,High School,140682.0,Rent,8900.0,Venture,10.0,0.06,5.0,622,No,0,139792.0
Female,Bachelor,54300.0,Mortgage,10000.0,Personal,8.59,0.18,6.0,666,No,0,53441.0
Female,Bachelor,54435.0,Mortgage,6000.0,Venture,8.0,0.11,9.0,697,No,0,53955.0
Female,Bachelor,54370.0,Own,19200.0,Education,11.01,0.31,6.0,645,No,0,52256.08
Female,Associate,54226.0,Mortgage,19200.0,Venture,9.45,0.31,10.0,606,Yes,0,52411.6
Male,Master,29376.0,Rent,8875.0,Venture,10.65,0.3,9.0,571,No,1,28430.8125
Male,High School,54764.0,Own,10825.0,Medical,10.99,0.2,8.0,672,No,0,53574.3325
Female,Bachelor,40416.0,Rent,8875.0,Personal,14.65,0.22,8.0,673,Yes,0,39115.8125
Male,Bachelor,40722.0,Rent,8875.0,Medical,7.66,0.22,7.0,703,No,0,40042.175
Female,Bachelor,46541.0,Rent,8875.0,Personal,16.0,0.19,5.0,642,Yes,0,45121.0
Male,High School,61458.0,Rent,8825.0,Homeimprovement,11.49,0.14,7.0,634,No,0,60444.0075
Female,High School,35111.0,Rent,8800.0,Debtconsolidation,10.0,0.25,10.0,629,No,1,34231.0
Male,Associate,54909.0,Own,3600.0,Education,7.88,0.07,6.0,557,No,0,54625.32
Male,Bachelor,51320.0,Rent,8800.0,Debtconsolidation,11.71,0.17,5.0,578,Yes,0,50289.52
Female,Master,54918.0,Mortgage,3000.0,Venture,13.06,0.03,8.0,628,Yes,0,54526.2
Male,Associate,51377.0,Rent,8800.0,Medical,12.42,0.17,10.0,669,No,0,50284.04
Male,Associate,56222.0,Rent,8800.0,Venture,12.84,0.16,10.0,566,Yes,0,55092.08
Male,Bachelor,55956.0,Rent,8800.0,Personal,14.27,0.16,7.0,663,No,0,54700.24
Female,Bachelor,55018.0,Mortgage,5000.0,Medical,14.72,0.09,8.0,687,Yes,0,54282.0
Male,Associate,56448.0,Rent,8800.0,Education,14.42,0.16,7.0,703,Yes,0,55179.04
Male,High School,58727.0,Rent,8800.0,Medical,8.49,0.15,9.0,674,Yes,0,57979.88
Female,Bachelor,61138.0,Rent,8800.0,Medical,6.17,0.14,9.0,656,Yes,0,60595.04
Male,High School,72998.0,Rent,8800.0,Homeimprovement,11.36,0.12,10.0,575,Yes,0,71998.32
Female,Bachelor,79149.0,Rent,8800.0,Education,6.17,0.11,9.0,634,No,0,78606.04
Male,Bachelor,79007.0,Rent,8800.0,Debtconsolidation,10.0,0.11,8.0,577,Yes,0,78127.0
Male,Associate,80191.0,Rent,8800.0,Debtconsolidation,10.71,0.11,10.0,655,No,0,79248.52
Male,High School,112889.0,Rent,8800.0,Venture,7.88,0.08,7.0,632,Yes,0,112195.56
Male,Master,120780.0,Rent,8800.0,Education,10.0,0.07,8.0,678,No,0,119900.0
Female,Bachelor,54292.0,Rent,5000.0,Venture,16.0,0.09,10.0,582,No,1,53492.0
Female,Bachelor,55089.0,Mortgage,7200.0,Personal,12.69,0.13,9.0,697,Yes,0,54175.32
Male,High School,61008.0,Rent,5000.0,Education,10.37,0.08,5.0,634,Yes,0,60489.5
Male,Bachelor,61088.0,Rent,5000.0,Medical,6.91,0.08,7.0,612,Yes,0,60742.5
Female,Master,54945.0,Own,10000.0,Venture,16.0,0.18,5.0,694,No,0,53345.0
Male,Associate,61222.0,Rent,5000.0,Debtconsolidation,13.61,0.08,8.0,644,Yes,0,60541.5
Male,Associate,60849.0,Rent,5000.0,Medical,11.14,0.08,8.0,594,Yes,0,60292.0
Male,High School,53838.0,Rent,5000.0,Personal,16.0,0.09,10.0,652,No,1,53038.0
Male,Associate,53697.0,Rent,5000.0,Homeimprovement,16.0,0.09,6.0,679,No,1,52897.0
Male,Doctorate,47943.0,Mortgage,4000.0,Debtconsolidation,16.0,0.08,9.0,570,No,1,47303.0
Female,Associate,53919.0,Rent,5000.0,Personal,16.0,0.09,9.0,665,No,1,53119.0
Female,Bachelor,55297.0,Mortgage,12250.0,Debtconsolidation,14.27,0.22,10.0,672,Yes,0,53548.925
Male,Associate,53839.0,Rent,5000.0,Debtconsolidation,16.0,0.09,5.0,588,No,1,53039.0
Male,Associate,53728.0,Rent,5000.0,Personal,13.79,0.09,8.0,555,No,1,53038.5
Male,Master,61076.0,Rent,5000.0,Medical,10.59,0.08,9.0,671,No,0,60546.5
Female,Associate,54789.0,Own,10500.0,Medical,15.96,0.19,8.0,539,Yes,0,53113.2
Male,Doctorate,61460.0,Rent,5000.0,Venture,13.57,0.08,8.0,656,Yes,0,60781.5
Female,Master,61793.0,Rent,5000.0,Homeimprovement,9.88,0.08,8.0,703,Yes,0,61299.0
Male,High School,62156.0,Rent,5000.0,Education,12.98,0.08,10.0,631,No,0,61507.0
Male,Master,54901.0,Rent,5000.0,Medical,12.73,0.09,8.0,611,No,1,54264.5
Female,Bachelor,62181.0,Rent,5000.0,Debtconsolidation,8.0,0.08,6.0,673,No,0,61781.0
Male,Bachelor,55359.0,Rent,5000.0,Education,16.0,0.09,10.0,689,No,1,54559.0
Male,Bachelor,54947.0,Own,12000.0,Medical,6.17,0.22,7.0,626,Yes,0,54206.6
Female,Associate,62365.0,Rent,5000.0,Education,11.14,0.08,10.0,609,Yes,0,61808.0
Male,Bachelor,55274.0,Mortgage,3000.0,Education,6.62,0.05,10.0,604,Yes,0,55075.4
Male,Bachelor,63514.0,Rent,5000.0,Personal,11.01,0.08,6.0,539,Yes,0,62963.5
Male,Bachelor,55268.0,Mortgage,10000.0,Education,10.65,0.18,8.0,561,Yes,0,54203.0
Female,Bachelor,54613.0,Own,10000.0,Medical,16.0,0.18,6.0,681,Yes,0,53013.0
Female,Associate,55123.0,Mortgage,3675.0,Venture,11.01,0.07,6.0,675,Yes,0,54718.3825
Male,Doctorate,28367.0,Rent,8500.0,Personal,13.57,0.31,10.0,703,No,1,27213.55
Female,Bachelor,28367.0,Rent,8500.0,Education,15.05,0.31,10.0,672,No,1,27087.75
Male,Master,28367.0,Rent,8500.0,Debtconsolidation,14.11,0.31,7.0,546,No,1,27167.65
Female,Associate,28573.0,Rent,8500.0,Venture,11.01,0.3,7.0,620,No,1,27637.15
Male,Associate,55011.0,Mortgage,8000.0,Medical,14.65,0.15,8.0,672,Yes,0,53839.0
Female,Bachelor,54911.0,Mortgage,14000.0,Venture,12.69,0.25,9.0,703,No,0,53134.4
Female,Associate,30857.0,Rent,8500.0,Debtconsolidation,13.43,0.28,6.0,557,No,1,29715.45
Male,High School,54840.0,Mortgage,7500.0,Homeimprovement,7.9,0.14,5.0,566,Yes,0,54247.5
Female,Bachelor,55338.0,Mortgage,5000.0,Medical,6.17,0.09,9.0,669,Yes,0,55029.5
Female,High School,54919.0,Mortgage,3000.0,Debtconsolidation,6.99,0.04,10.0,588,No,0,54709.3
Male,Bachelor,54955.0,Mortgage,8000.0,Homeimprovement,7.49,0.15,8.0,671,Yes,0,54355.8
Female,Master,54892.0,Mortgage,9250.0,Medical,8.49,0.17,6.0,646,Yes,0,54106.675
Male,High School,33441.0,Rent,8500.0,Venture,15.96,0.25,10.0,648,No,1,32084.4
Female,Associate,47396.0,Mortgage,3000.0,Debtconsolidation,7.49,0.05,6.0,637,No,1,47171.3
Female,Bachelor,34802.0,Rent,8500.0,Medical,11.58,0.24,6.0,663,Yes,0,33817.7
Male,High School,47649.0,Mortgage,5000.0,Homeimprovement,16.0,0.1,6.0,620,No,1,46849.0
Female,Master,55034.0,Mortgage,10000.0,Debtconsolidation,6.17,0.18,10.0,685,No,0,54417.0
Male,Associate,54816.0,Mortgage,6000.0,Personal,7.49,0.11,6.0,673,No,0,54366.6
Male,High School,54752.0,Own,7000.0,Venture,6.17,0.13,5.0,662,No,0,54320.1
Male,Associate,38864.0,Rent,8500.0,Medical,16.0,0.22,10.0,670,No,1,37504.0
Male,Associate,55365.0,Mortgage,6000.0,Venture,10.99,0.11,10.0,703,Yes,0,54705.6
Female,Associate,55220.0,Mortgage,4000.0,Personal,6.99,0.07,7.0,668,No,0,54940.4
Male,Master,47908.0,Mortgage,3000.0,Homeimprovement,13.99,0.06,10.0,658,No,1,47488.3
Female,Bachelor,40452.0,Rent,8500.0,Medical,13.99,0.21,9.0,670,No,0,39262.85
Male,Master,55145.0,Mortgage,6000.0,Venture,6.99,0.11,9.0,682,Yes,0,54725.6
Female,Bachelor,45853.0,Rent,8500.0,Personal,10.0,0.19,10.0,552,Yes,0,45003.0
Male,Associate,46679.0,Rent,8500.0,Education,6.99,0.18,10.0,617,No,0,46084.85
Female,Associate,54890.0,Own,15000.0,Venture,11.49,0.27,8.0,627,No,0,53166.5
Male,Associate,49201.0,Rent,8500.0,Medical,12.53,0.17,8.0,626,Yes,0,48135.95
Male,Bachelor,49603.0,Rent,8500.0,Education,12.87,0.17,7.0,664,Yes,0,48509.05
Female,Master,54836.0,Mortgage,4800.0,Education,7.49,0.09,7.0,703,Yes,0,54476.48
Male,Bachelor,51252.0,Rent,8500.0,Debtconsolidation,9.99,0.17,8.0,550,Yes,0,50402.85
Male,Associate,54633.0,Mortgage,3450.0,Personal,11.99,0.06,7.0,628,Yes,0,54219.345
Male,Associate,55485.0,Mortgage,15000.0,Homeimprovement,15.99,0.27,8.0,674,Yes,0,53086.5
Female,Associate,53825.0,Rent,8500.0,Education,11.36,0.16,7.0,616,Yes,0,52859.4
Male,Associate,55358.0,Rent,8500.0,Medical,10.62,0.15,6.0,620,Yes,0,54455.3
Female,Associate,54900.0,Mortgage,15000.0,Personal,16.0,0.27,6.0,539,Yes,0,52500.0
Male,Master,55273.0,Rent,8500.0,Medical,11.89,0.15,7.0,626,Yes,0,54262.35
Male,Associate,58193.0,Rent,8500.0,Education,7.88,0.15,10.0,655,Yes,0,57523.2
Female,Associate,54811.0,Mortgage,5400.0,Debtconsolidation,12.99,0.1,7.0,601,Yes,0,54109.54
Male,Master,60941.0,Rent,8500.0,Venture,9.45,0.14,6.0,702,No,0,60137.75
Male,Bachelor,64231.0,Rent,8500.0,Medical,6.17,0.13,9.0,573,Yes,0,63706.55
Male,Master,66263.0,Rent,8500.0,Homeimprovement,7.49,0.13,6.0,680,Yes,0,65626.35
Male,Associate,54831.0,Mortgage,4000.0,Debtconsolidation,7.49,0.07,7.0,655,Yes,0,54531.4
Male,Associate,55144.0,Mortgage,6400.0,Education,7.49,0.12,8.0,680,No,0,54664.64
Female,Bachelor,70493.0,Rent,8500.0,Personal,11.01,0.12,5.0,632,Yes,0,69557.15
Male,Master,70693.0,Rent,8500.0,Homeimprovement,13.49,0.12,6.0,689,Yes,0,69546.35
Male,Bachelor,73842.0,Rent,8500.0,Personal,10.65,0.12,6.0,611,No,0,72936.75
Female,High School,67038.0,Rent,8500.0,Personal,16.0,0.13,8.0,539,No,1,65678.0
Male,High School,55543.0,Mortgage,3600.0,Education,11.01,0.06,8.0,676,No,0,55146.64
Male,Associate,92036.0,Rent,8500.0,Medical,11.01,0.09,5.0,689,No,0,91100.15
Male,Associate,40016.0,Rent,8475.0,Homeimprovement,11.01,0.21,6.0,656,No,1,39082.9025
Male,Associate,51396.0,Rent,8450.0,Medical,8.59,0.16,7.0,655,No,0,50670.145
Female,High School,55123.0,Mortgage,15000.0,Homeimprovement,13.06,0.27,5.0,539,Yes,0,53164.0
Male,Associate,34836.0,Rent,8400.0,Venture,11.48,0.24,6.0,677,Yes,0,33871.68
Female,Bachelor,63210.0,Rent,5000.0,Venture,13.99,0.08,8.0,663,No,0,62510.5
Female,Master,54726.0,Mortgage,4450.0,Debtconsolidation,10.37,0.08,6.0,637,No,0,54264.535
Male,Associate,63150.0,Rent,5000.0,Medical,12.23,0.08,9.0,560,Yes,0,62538.5
Male,Associate,63835.0,Rent,5000.0,Homeimprovement,13.48,0.08,7.0,669,No,0,63161.0
Female,Bachelor,63473.0,Rent,5000.0,Personal,10.99,0.08,9.0,670,Yes,0,62923.5
Male,Associate,54965.0,Mortgage,7500.0,Debtconsolidation,7.29,0.14,9.0,688,No,0,54418.25
Male,Master,64782.0,Rent,5000.0,Homeimprovement,6.17,0.08,6.0,683,No,0,64473.5
Female,Bachelor,54978.0,Mortgage,5000.0,Debtconsolidation,9.25,0.09,10.0,682,Yes,0,54515.5
Female,High School,47740.0,Mortgage,3375.0,Medical,14.83,0.07,8.0,624,No,1,47239.4875
Male,Master,65140.0,Rent,5000.0,Venture,12.18,0.08,5.0,648,Yes,0,64531.0
Female,Bachelor,65784.0,Rent,5000.0,Homeimprovement,10.59,0.08,5.0,579,No,0,65254.5
Female,Master,65906.0,Rent,5000.0,Personal,9.63,0.08,6.0,686,Yes,0,65424.5
Female,Bachelor,65489.0,Rent,5000.0,Medical,7.9,0.08,7.0,539,Yes,0,65094.0
Female,Bachelor,54718.0,Mortgage,5000.0,Debtconsolidation,6.17,0.09,5.0,553,Yes,0,54409.5
Male,High School,66227.0,Rent,5000.0,Medical,11.34,0.08,10.0,541,Yes,0,65660.0
Male,Master,66839.0,Rent,5000.0,Education,6.17,0.07,6.0,682,Yes,0,66530.5
Male,Bachelor,54772.0,Mortgage,6800.0,Debtconsolidation,6.17,0.12,9.0,641,Yes,0,54352.44
Male,Master,55143.0,Mortgage,12000.0,Personal,6.91,0.22,8.0,539,Yes,0,54313.8
Male,Bachelor,67153.0,Rent,5000.0,Education,13.48,0.07,5.0,665,No,0,66479.0
Female,Associate,59650.0,Rent,5000.0,Debtconsolidation,16.0,0.08,5.0,686,No,1,58850.0
Male,High School,54954.0,Mortgage,4000.0,Personal,6.17,0.07,9.0,645,Yes,0,54707.2
Female,Master,66703.0,Rent,5000.0,Personal,11.01,0.07,10.0,678,Yes,0,66152.5
Male,Associate,66623.0,Rent,5000.0,Personal,8.0,0.08,9.0,624,No,0,66223.0
Male,Associate,55060.0,Mortgage,3000.0,Education,6.17,0.05,8.0,698,No,0,54874.9
Male,High School,54890.0,Mortgage,8000.0,Venture,10.36,0.15,9.0,622,No,0,54061.2
Male,Associate,54837.0,Mortgage,10000.0,Medical,6.17,0.18,9.0,657,Yes,0,54220.0
Female,Bachelor,66785.0,Rent,5000.0,Debtconsolidation,13.8,0.07,6.0,599,Yes,0,66095.0
Female,Bachelor,59828.0,Rent,5000.0,Education,10.74,0.08,10.0,645,No,1,59291.0
Female,Master,66652.0,Rent,5000.0,Education,7.14,0.08,5.0,635,No,0,66295.0
Female,Bachelor,59818.0,Rent,5000.0,Homeimprovement,15.31,0.08,10.0,603,No,1,59052.5
Female,Bachelor,66709.0,Rent,5000.0,Homeimprovement,12.18,0.07,8.0,702,Yes,0,66100.0
Female,High School,55025.0,Own,15250.0,Education,13.98,0.28,10.0,539,Yes,0,52893.05
Male,Bachelor,67063.0,Rent,5000.0,Medical,12.53,0.07,10.0,589,No,0,66436.5
Male,High School,55082.0,Own,10000.0,Personal,7.88,0.18,10.0,663,Yes,0,54294.0
Male,Bachelor,68097.0,Rent,5000.0,Personal,8.9,0.07,8.0,663,No,0,67652.0
Male,Associate,54886.0,Mortgage,15000.0,Personal,7.51,0.27,5.0,675,Yes,0,53759.5
Female,Associate,62018.0,Rent,5000.0,Medical,14.96,0.08,9.0,605,No,1,61270.0
Male,Associate,69983.0,Rent,5000.0,Debtconsolidation,11.86,0.07,6.0,553,Yes,0,69390.0
Female,Bachelor,69792.0,Rent,5000.0,Medical,11.01,0.07,6.0,674,Yes,0,69241.5
Male,Associate,54801.0,Mortgage,6500.0,Medical,13.98,0.12,10.0,698,No,0,53892.3
Female,Master,55002.0,Mortgage,5300.0,Medical,13.23,0.1,6.0,659,Yes,0,54300.81
Female,Bachelor,55261.0,Mortgage,12000.0,Venture,11.86,0.22,9.0,645,Yes,0,53837.8
Male,High School,70425.0,Rent,5000.0,Venture,7.51,0.07,7.0,607,Yes,0,70049.5
Male,Master,54927.0,Mortgage,8000.0,Homeimprovement,15.58,0.15,9.0,683,No,0,53680.6
Female,Master,55174.0,Mortgage,3000.0,Medical,6.76,0.05,10.0,683,Yes,0,54971.2
Female,Associate,63259.0,Rent,5000.0,Homeimprovement,11.36,0.08,7.0,697,No,1,62691.0
Male,Associate,54934.0,Mortgage,3900.0,Homeimprovement,11.36,0.07,6.0,652,Yes,0,54490.96
Male,Associate,54977.0,Mortgage,10000.0,Venture,9.88,0.18,8.0,667,Yes,0,53989.0
Female,High School,72050.0,Rent,5000.0,Homeimprovement,6.17,0.07,10.0,539,Yes,0,71741.5
Male,Bachelor,73102.0,Rent,5000.0,Personal,8.49,0.07,5.0,608,Yes,0,72677.5
Female,Associate,65827.0,Rent,5000.0,Debtconsolidation,11.99,0.08,10.0,679,No,1,65227.5
Female,Master,55035.0,Mortgage,7500.0,Venture,10.62,0.14,5.0,629,No,0,54238.5
Male,Associate,54861.0,Mortgage,3000.0,Debtconsolidation,7.88,0.05,8.0,673,No,0,54624.6
Male,High School,72818.0,Rent,5000.0,Medical,7.29,0.07,9.0,564,Yes,0,72453.5
Male,Associate,73086.0,Rent,5000.0,Medical,11.01,0.07,8.0,673,No,0,72535.5
Female,High School,47801.0,Mortgage,19200.0,Education,11.36,0.31,5.0,680,No,1,45619.88
Female,High School,55231.0,Own,6800.0,Education,10.62,0.12,5.0,642,Yes,0,54508.84
Male,Master,72924.0,Rent,5000.0,Homeimprovement,15.7,0.07,7.0,635,No,0,72139.0
Male,Associate,65927.0,Rent,5000.0,Debtconsolidation,13.17,0.08,8.0,654,No,1,65268.5
Male,Master,54803.0,Mortgage,14000.0,Homeimprovement,13.48,0.26,5.0,670,Yes,0,52915.8
Female,Doctorate,73176.0,Rent,5000.0,Debtconsolidation,11.01,0.07,7.0,666,No,0,72625.5
Female,Associate,65645.0,Rent,5000.0,Venture,15.13,0.08,9.0,584,No,1,64888.5
Male,Bachelor,72921.0,Rent,5000.0,Venture,8.88,0.07,10.0,636,Yes,0,72477.0
Male,Bachelor,73212.0,Rent,5000.0,Venture,12.69,0.07,8.0,703,Yes,0,72577.5
Male,Associate,54859.0,Mortgage,3250.0,Education,10.62,0.06,6.0,561,No,0,54513.85
Male,Bachelor,73687.0,Rent,5000.0,Venture,10.37,0.07,7.0,669,No,0,73168.5
Male,Bachelor,75397.0,Rent,5000.0,Debtconsolidation,11.01,0.07,5.0,603,No,0,74846.5
Female,High School,55082.0,Own,15000.0,Medical,9.88,0.27,6.0,648,Yes,0,53600.0
Female,High School,55206.0,Own,19200.0,Venture,10.62,0.31,6.0,660,Yes,0,53166.96
Male,Associate,76738.0,Rent,5000.0,Debtconsolidation,10.0,0.07,5.0,703,Yes,0,76238.0
Female,Bachelor,77438.0,Rent,5000.0,Education,9.63,0.06,7.0,650,No,0,76956.5
Female,High School,77573.0,Rent,5000.0,Venture,12.99,0.06,8.0,582,Yes,0,76923.5
Female,Associate,54757.0,Own,3500.0,Personal,11.14,0.06,8.0,635,No,0,54367.1
Male,Associate,55125.0,Mortgage,18000.0,Medical,12.87,0.31,8.0,539,Yes,0,52808.4
Female,Bachelor,55350.0,Mortgage,12000.0,Homeimprovement,8.94,0.22,6.0,684,No,0,54277.2
Male,Associate,55030.0,Mortgage,3000.0,Venture,11.01,0.03,10.0,651,Yes,0,54699.7
Male,Associate,78686.0,Rent,5000.0,Debtconsolidation,13.99,0.06,9.0,657,No,0,77986.5
Female,Associate,71929.0,Rent,5000.0,Debtconsolidation,15.23,0.07,6.0,671,No,1,71167.5
Male,Bachelor,54726.0,Mortgage,4000.0,Venture,11.01,0.07,7.0,629,Yes,0,54285.6
Male,Bachelor,55006.0,Mortgage,16750.0,Debtconsolidation,8.94,0.3,7.0,677,Yes,0,53508.55
Male,Associate,54864.0,Mortgage,10000.0,Venture,13.57,0.18,6.0,672,Yes,0,53507.0
Female,Bachelor,78575.0,Rent,5000.0,Homeimprovement,10.59,0.06,9.0,636,Yes,0,78045.5
Female,High School,79991.0,Rent,5000.0,Medical,13.99,0.06,10.0,539,Yes,0,79291.5
Male,Associate,80483.0,Rent,5000.0,Education,7.29,0.06,8.0,539,Yes,0,80118.5
Male,Master,73008.0,Rent,5000.0,Personal,14.54,0.07,10.0,589,No,1,72281.0
Male,Bachelor,55156.0,Mortgage,3800.0,Debtconsolidation,13.16,0.07,5.0,650,Yes,0,54655.92
Male,Master,47768.0,Mortgage,10000.0,Personal,11.01,0.21,5.0,687,No,1,46667.0
Female,Associate,72976.0,Rent,5000.0,Homeimprovement,15.21,0.07,9.0,599,No,1,72215.5
Male,Bachelor,73054.0,Rent,5000.0,Medical,14.22,0.07,9.0,692,No,1,72343.0
Male,Associate,80457.0,Rent,5000.0,Venture,6.17,0.06,6.0,540,Yes,0,80148.5
Male,High School,81729.0,Rent,5000.0,Debtconsolidation,14.26,0.06,8.0,590,Yes,0,81016.0
Male,High School,81252.0,Rent,5000.0,Education,11.86,0.06,10.0,542,Yes,0,80659.0
Female,Associate,82764.0,Rent,5000.0,Venture,15.7,0.06,7.0,610,Yes,0,81979.0
Female,High School,82447.0,Rent,5000.0,Education,13.49,0.06,8.0,641,No,0,81772.5
Female,High School,77228.0,Rent,5000.0,Personal,10.39,0.06,8.0,662,No,1,76708.5
Female,Associate,55000.0,Mortgage,6000.0,Personal,9.32,0.11,9.0,643,Yes,0,54440.8
Male,Associate,85141.0,Rent,5000.0,Personal,9.63,0.06,5.0,671,No,0,84659.5
Male,Master,55013.0,Own,19200.0,Venture,12.84,0.31,10.0,675,No,0,52547.72
Female,Bachelor,85345.0,Rent,5000.0,Debtconsolidation,9.91,0.06,7.0,658,No,0,84849.5
Male,High School,84983.0,Rent,5000.0,Personal,11.71,0.06,5.0,662,Yes,0,84397.5
Female,Associate,84618.0,Rent,5000.0,Venture,7.74,0.06,6.0,630,Yes,0,84231.0
Male,Associate,55013.0,Mortgage,13000.0,Education,9.63,0.24,9.0,666,Yes,0,53761.1
Female,Associate,85055.0,Rent,5000.0,Education,11.01,0.06,6.0,572,Yes,0,84504.5
Female,Associate,54722.0,Own,8000.0,Medical,12.21,0.15,10.0,664,No,0,53745.2
Female,High School,87662.0,Rent,5000.0,Medical,10.59,0.06,9.0,609,No,0,87132.5
Male,Bachelor,87465.0,Rent,5000.0,Personal,10.59,0.06,9.0,685,Yes,0,86935.5
Female,High School,88008.0,Rent,5000.0,Medical,8.88,0.06,7.0,677,Yes,0,87564.0
Female,Bachelor,88201.0,Rent,5000.0,Personal,13.85,0.06,6.0,639,Yes,0,87508.5
Male,Master,55032.0,Mortgage,12000.0,Medical,9.76,0.22,6.0,693,No,0,53860.8
Male,Bachelor,91117.0,Rent,5000.0,Medical,9.99,0.05,8.0,703,Yes,0,90617.5
Male,Master,90957.0,Rent,5000.0,Medical,10.75,0.05,6.0,631,No,0,90419.5
Female,High School,91047.0,Rent,5000.0,Medical,7.88,0.05,10.0,649,Yes,0,90653.0
Male,High School,48195.0,Mortgage,12000.0,Homeimprovement,13.3,0.25,7.0,560,No,1,46599.0
Female,Bachelor,91367.0,Rent,5000.0,Personal,10.62,0.05,5.0,688,Yes,0,90836.0
